ReviewerName,ProviderName,DateVisited,ReviewDate,ReviewText,ReviewerNumReviews,ReviewType,ReviewHelpful,ReviewerLocationState,ReviewerAge,ReviewerPhotos,ReviewURL,ReviewerPoints,ClassType,ReviewPicture,ReviewNumPic,ReviewerNumHelpful,ReviewerLevelContrib,ReviewMobile,ReviewTitle,ReviewerLocationCity,ProviderLocation,ReviewerSince,PointsRate
diane1960x,Union Square,03/01,03/23/16,"Great small park in the big city. Awesome farmers market with wide selection of things: produce, food and items.Wish I had more time to browse. Great shopping in area also.",6,Solo,,Massachusetts,No Age Found,2,https://www.tripadvisor.com//ShowUserReviews-g60763-d136291-r357953822-Union_Square-New_York_City_New_York.html#REVIEWS,666,Dance,No,0,1,02,No,Love this area!,New Bedford,"14th-17th Street , (Broadway and Park) , New York City , NY 10001", Mar 2016,4
janet g,Union Square,03/01,03/22/16,"Take the subway and when you exit, you will arrive in a calm place in the city. We went on Wednesday. They have a farmers market that day. The flowers are beautiful! We didn’t buy any, since we are staying in a hotel. There were tons of fruits and vegetables. They were all fresh. The cider smelled amazing. There are some street vendors selling art, too. It was a nice walk on a nice day. The shops in this area are quaint and fun, too. Spend some time in this neighborhood.",40,Solo,,Texas,No Age Found,23,https://www.tripadvisor.com//ShowUserReviews-g60763-d136291-r357516313-Union_Square-New_York_City_New_York.html#REVIEWS,4735,Dance,No,0,35,04,No,calm in the city,Katy,"14th-17th Street , (Broadway and Park) , New York City , NY 10001", Aug 2013,5
Rudawianki,Union Square,03/01,03/16/16,"Greenmarket is amazing! Finally normal food! You can buy relatively cheap apples, hot apple cider (in winter, very tasty and warming), real pies. I'm from Europe, so food in States was usually not edible for me - to processed, fruits in stores insanely expensive. Park itself is nice, sometimes it has working wifi (only sometimes). Squirrels are friendly, birds are hungry, playground is good for kids every age. My favorite place to relax in this part of NYC.",86,Solo,,Poland,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g60763-d136291-r355981961-Union_Square-New_York_City_New_York.html#REVIEWS,9601,Dance,No,0,31,05,No,Love this place!,Krakow,"14th-17th Street , (Broadway and Park) , New York City , NY 10001", Dec 2009,5
MissEileen54,Union Square,03/01,None found,"This is a nice, well-kept park. Great statue of George Washington, a dog park, park benches to sit on while enjoying the city. There is a farmers' market on Friday and Saturday with a wide array of goods to choose from. Bakers bring fresh baked goods, farmers with fresh fruit and veggies, meat, and artisan cheese. What a treat! The location is great with lots of shopping and restaurants close by. Great place for taking a time out.",20,Solo,2,Florida,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g60763-d136291-r352504713-Union_Square-New_York_City_New_York.html#REVIEWS,2133,Dance,No,0,13,03,No,Great Little Park,Old Town,"14th-17th Street , (Broadway and Park) , New York City , NY 10001", Mar 2010,5
si101503,Union Square,04/01,04/09/16,"The park itself is nothing special (physically probably the least attractive if all the well-known ones), but it has a rich history, is a go-to spot Mondays, Wednesdays, Fridays, and Saturdays for the best farmers market in the city (great for produce and people-watching alike), has a great number of good places to eat and shop nearby, and is centrally located.",101,Couples,,New York,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g60763-d136291-r362806068-Union_Square-New_York_City_New_York.html#REVIEWS,10165,Dance,No,0,20,06,Yes,Something for everyone,New York City,"14th-17th Street , (Broadway and Park) , New York City , NY 10001", Jan 2014,5
Dave S,Union Square,08/01,04/08/16,"This very welcome urban green space at the bottom end of Midtown is formed by the intersection of Broadway with what was originally called 4th Avenue, today north of here called Park Avenue. The area around it was once the headquarters of some of the most obnoxious far-left organizations in the country. ln addition, it has long been the domicile of a magnificent statue of war criminal mass murderer Abraham Lincoln, the destroyer of the South, white-suprmacist and anti-Semite; today, the equally unpleasant statue of Mohandas ""Mahatma"" Gandhi - also a notorious anti-Semite - joins it. But don't let this hamper your enjoyment of the beautiful park, in whose northern sections you can sit unbothered by the sight of these effigies. More interestingly, here is also a magnificent equestrian statue of George Washington (who was far removed from any vestiges of anti-Semitism!). ln the center of this very welcome green space in the bottom of Midtown is a great flagpole, with an important quote of Thomas Jefferson. And there are many interesting historical buildings flanking the park on all sides, as well as on Broadway immediately north of the park. lmmediately to the east, lrving Place provides a delightful walk a few blocks north to the forbidden Gramercy Park; north of the park, the street becomes Lexington Avenue. As everywhere in this extraordinary City, use the architectural guidebook AIA Guide to New York City.",165,Couples,,lsrael,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g60763-d136291-r362698090-Union_Square-New_York_City_New_York.html#REVIEWS,17248,Dance,No,0,214,06,No,lnteresting for its architecture - but ignore two of the statues!,Hebron,"14th-17th Street , (Broadway and Park) , New York City , NY 10001", Jul 2013,5
Les L,Union Square,05/01,04/05/16,"Great place to escape the city with a large park, playground and markets depending on the day. It also seems to be less busy than many other parks in the city.",1092,Couples,,Florida,No Age Found,10046,https://www.tripadvisor.com//ShowUserReviews-g60763-d136291-r361719028-Union_Square-New_York_City_New_York.html#REVIEWS,418418,Dance,No,0,213,06,No,Nice oasis,St. Petersburg,"14th-17th Street , (Broadway and Park) , New York City , NY 10001", Aug 2012,4
Sarah G,Union Square,04/01,04/04/16,Too crowded for my taste .Great for a Saturday afternoon I like the flea market display and the artists that display their art as well .But too much action and crowds for my taste .If you enjoy that sort of thing then head on over to Union square got a day out in New York City …,32,Couples,,New York,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g60763-d136291-r361630760-Union_Square-New_York_City_New_York.html#REVIEWS,3264,Dance,No,0,4,04,No,Crowded,,"14th-17th Street , (Broadway and Park) , New York City , NY 10001", Feb 2016,4
FamilyRoadTraveled,Union Square,03/01,03/31/16,"14th St. and Broadway, at Union Square Union Square is great, first of all you’re guaranteed to see something entertaining each time you visit. The playground is pretty special too. It’s located at the north end of the park and has very innovative equipment that is fairly new. The playground has a separate section for toddlers which has a swing set, climbing platform, sand and water play area. Our daughter’s favorite part is the area for older kids. In this section they have a unique dome which is very challenging to climb. My daughter never gives up and always manages to get to the top. Once you’re up there you get a great view and sense of pride for your accomplishment. It’s also really fun to slide back down. In addition they have a unique tube slide built into a rocky bank with real rocks you can use as stairs. Another one of our favorite features is the self-propelled merry-go-round. There are bathrooms and a lot of food options in the area.",47,Couples,,,No Age Found,285,https://www.tripadvisor.com//ShowUserReviews-g60763-d136291-r360376688-Union_Square-New_York_City_New_York.html#REVIEWS,13313,Dance,No,0,23,06,No,fantastic playground!,,"14th-17th Street , (Broadway and Park) , New York City , NY 10001", Mar 2012,4
cedricloi,Union Square,08/01,03/25/16,"Much less busy than the other more popular times square, but also a completely different experience, it's just a very nice big public space, a nice break from the busy streets.",51,Couples,,Thailand, 25-34 year old male ,2,https://www.tripadvisor.com//ShowUserReviews-g60763-d136291-r358624041-Union_Square-New_York_City_New_York.html#REVIEWS,5179,Dance,No,0,14,05,No,Less busy than the other more popular square,Hua Hin,"14th-17th Street , (Broadway and Park) , New York City , NY 10001", Jul 2007,4
diane1960x,Union Square,03/01,03/23/16,"Great small park in the big city. Awesome farmers market with wide selection of things: produce, food and items.Wish I had more time to browse. Great shopping in area also.",6,Couples,,Massachusetts,No Age Found,2,https://www.tripadvisor.com//ShowUserReviews-g60763-d136291-r357953822-Union_Square-New_York_City_New_York.html#REVIEWS,666,Dance,No,0,1,02,No,Love this area!,New Bedford,"14th-17th Street , (Broadway and Park) , New York City , NY 10001", Mar 2016,4
janet g,Union Square,03/01,03/22/16,"Take the subway and when you exit, you will arrive in a calm place in the city. We went on Wednesday. They have a farmers market that day. The flowers are beautiful! We didn’t buy any, since we are staying in a hotel. There were tons of fruits and vegetables. They were all fresh. The cider smelled amazing. There are some street vendors selling art, too. It was a nice walk on a nice day. The shops in this area are quaint and fun, too. Spend some time in this neighborhood.",40,Couples,,Texas,No Age Found,23,https://www.tripadvisor.com//ShowUserReviews-g60763-d136291-r357516313-Union_Square-New_York_City_New_York.html#REVIEWS,4735,Dance,No,0,35,04,No,calm in the city,Katy,"14th-17th Street , (Broadway and Park) , New York City , NY 10001", Aug 2013,5
